71209	5	B81
73165	5	B81
73165	5	B81
71209	6	B81
73165	6	B81
74919	1	B91
70959	5	C71
70959	6	C71
73165	2	D51
73165	2	D51
73165	3	D51
75047	4	D51
73165	4	D51
73165	6	D51
74935	1	D61
74935	1	D61
73165	1	D61
73165	3	D61
73813	3	D61
74935	3	D61
73165	4	D61
73813	4	D61
73813	4	D61
74943	5	D61
74935	5	D61
70962	1	E51
70962	2	E51
73165	3	E51
73165	4	E51
73165	5	E51
75047	1	E61
75047	1	E61
73165	1	E61
75047	4	E61
73165	4	E61
73813	6	F51
73165	5	F71
73813	1	F81
75780	1	F81
75812	2	F81
73813	3	F81
74952	3	F81
74952	3	F81
74952	4	F81
74952	5	F81
75812	5	F81
75780	5	F81
75780	5	F81
73813	6	F81
74952	6	F81
73813	6	F81
73813	6	F81
74935	1	F91
73013	1	F91
75589	1	F91
73165	2	F91
74935	3	F91
75812	3	F91
75589	3	F91
71361	4	F91
75589	4	F91
71361	4	F91
73013	4	F91
73165	4	F91
73165	5	F91
74935	5	F91
75589	5	F91
73013	6	F91
75589	6	F91
75589	6	F91
75589	6	F91
73165	6	F91
75589	6	F91
73013	6	F91
73165	6	F91
73165	1	G31
72986	2	G31
73165	3	G41
73165	3	G41
73165	4	G41
72986	4	G41
73813	4	G41
72986	1	G41
73813	1	G41
73165	1	G61
73813	5	G61
73165	2	G71
75812	2	G71
75812	2	G71
75812	5	G71
75812	6	G71
73797	2	G81
73797	3	G81
73797	3	G81
73165	4	G81
73165	5	G81
71209	5	G81
74955	1	H3
74955	1	H3
74955	2	H3
74955	2	H3
74955	3	H3
72986	4	H3
74955	6	H3
74955	6	H3
72986	6	H3
74963	4	H4
74965	6	H4
75812	4	H5
75812	1	H6
73165	1	H6
73165	2	H6
75812	2	H6
73165	3	H6
75812	3	H6
73165	3	H6
75812	3	H6
75812	3	H6
73165	3	H6
72981	3	H6
75798	4	H6
73165	4	H6
75812	4	H6
75812	4	H6
74970	4	H6
75798	5	H6
75812	6	H6
73165	6	H6
75798	6	H6
75798	6	H6
73165	6	H6
75812	6	H6
73165	1	H7
75806	3	H7
75589	5	H7
74935	1	H8
75560	1	H8
71209	2	H8
71209	4	H8
72981	4	H8
71209	5	H8
72982	1	I1
72982	3	I1
75806	3	I1
72986	3	I1
72988	3	I1
72986	3	I1
72986	5	I1
75806	5	I1
72982	6	I1
72982	6	I1
73013	2	I2
73013	3	I2
73014	3	I2
73013	3	I2
75806	2	I3
73165	3	I3
75589	5	I3
73028	5	I3
73028	5	I3
73165	6	I3
73813	1	I4
72986	2	I4
73813	2	I4
73165	5	I4
72986	6	I4
73165	2	I5
73165	2	I5
72986	2	I5
75812	2	I5
75812	2	I5
75812	4	I5
72986	4	I5
73813	4	I5
75812	4	I5
75033	4	I5
75812	4	I5
75798	4	I5
72986	5	I5
75589	3	I6
73165	4	I6
73165	4	I6
73165	4	I6
75806	4	I6
75806	4	I6
73813	5	I6
73165	1	I7
73165	1	I7
73165	1	I7
73166	1	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
73165	2	I7
75806	2	I7
73165	3	I7
73165	3	I7
71209	3	I7
73165	3	I7
73165	3	I7
71209	3	I7
73165	4	I7
73165	4	I7
71209	4	I7
75798	4	I7
73165	5	I7
71209	6	I7
73165	6	I7
73165	6	I7
73165	1	I8
75812	1	I8
75812	1	I8
75812	1	I8
73813	1	I8
73813	1	I8
73165	3	I8
73165	4	I8
75812	4	I8
73813	4	I8
73165	5	I8
75806	5	I8
74955	1	J4
74955	2	J4
73797	4	J6
75806	4	J6
73799	2	J6
74935	1	J7
75589	2	J7
75812	2	J7
73804	2	J7
75589	2	J7
75589	2	J7
75812	2	J7
73165	3	J7
75812	4	J7
75812	4	J7
75812	4	J7
75812	4	J7
75812	4	J7
75812	4	J7
75817	5	J7
74935	5	J7
74935	5	J7
75812	5	J7
83192	5	J7
75812	5	J7
75821	5	J7
73165	6	J7
74935	6	J7
73813	2	J8
73813	2	J8
74983	4	J8
73165	5	J8
73165	5	J8
75798	3	K1
74935	4	K1
75798	5	K1
74935	5	K1
75806	6	K1
73809	1	K2
73813	1	K7
73165	2	K7
73813	3	K7
73813	3	K7
73813	5	K7
73165	1	K9
73165	4	K9
73817	5	K9
73817	5	K9
73817	5	K9
75580	6	K9
75580	6	K9
75806	1	L6
75806	1	L8
75806	1	L8
73165	2	L8
73165	2	L8
73165	3	L8
73165	3	L8
75812	4	L8
75806	4	L8
73165	5	L8
